user_id,city_clean,region,device_raw,device_brand,device_class,device_range,device_model_norm
Fzt3r1Qn37PCgUsIB50Hgi8lrol2,other,other,TECNO PR651H,tecno,budget,budget,tecno pr651h
cURXx7djWcRDt1SEpxCFle9ZNeH2,other,other,,other,budget,budget,
,other,other,,other,budget,budget,
SdqfNVDlS0hwEmdqWIovp4pUnz12,welkite,south ethiopia,,other,budget,budget,
YvJ8BGwt52X1Llq4wOqeF5pNUQ22,gondar,amhara,,other,budget,budget,
Nt54KuOSVJN1FTj0EHbJsNnSsAI2,other,other,TECNO Mobile KJ5n,tecno,budget,budget,tecno mobile kj5n
T1kqXvIkN1NjG52rOJWYgUIDbgv1,other,other,TECNO-C9,tecno,budget,budget,tecno-c9
DlPQnLHNPqSeqc7N9s3adTt1AP32,other,other,TECNO-C9,tecno,budget,budget,tecno-c9
WjaUp1ZVYrh9ZoVivWWHWqJJkzF2,other,other,SM-A325F,samsung,midrange,upper_midrange,sm-a325f
PwL7LdN2fYY6Lpdp3BljyaD9dnw1,other,other,,other,budget,budget,
xWeSPEQhe5bYUcLVPIwzzSvyOTf2,hawassa,sidama,Infinix X688B,infinix,budget,budget,infinix x688b
FcYpilVYujYhVQoZb7rcometXdh2,harar,harari,SM-M045F,samsung,midrange,midrange,sm-m045f
Kb5lpOLGPJMFZ8eaAivVUdnkJPy2,bonga,southwest ethiopia,SM-M145F,samsung,midrange,midrange,sm-m145f
dJmwvBWqbZUnwGPaRQynuDBXnEX2,other,other,,other,budget,budget,
V5YA15JNBKOIvd9EdshfNqJlvz22,other,other,,other,budget,budget,
ru8ZKZt2iDejxWOCBJm7iYvO3EQ2,other,other,SM-A055F,samsung,midrange,midrange,sm-a055f
tuTo5s9e9qQi13jb7A0HdqxLFyI3,bale robe,oromia,,other,budget,budget,
EdnGIszQm7Ucwi6JvIzl47KzcpX2,other,other,SM-A145F,samsung,midrange,midrange,sm-a145f
VhMvmV3YtRNHXFraaOyGIaz5MiG2,addis ababa,addis ababa,Z2353,other,budget,budget,z2353
8Q3EMje1OnZKVF2eGXe2F9YvU452,jimma,oromia,Infinix X650,infinix,budget,budget,infinix x650
Ps6jPDpKbMUR8t7zGqrfW73VoYB2,holeta,oromia,SM-M146B,samsung,midrange,upper_midrange,sm-m146b
prl7VuGS2LQhqE0eEWunwgSBbXI2,other,other,SM-A155F,samsung,midrange,upper_midrange,sm-a155f
njBerw3q86TgSXnCYhh92awYD5K2,hawassa,sidama,,other,budget,budget,
SMILW3Q5dTeoZZbpbV8Qb6ZqH023,addis ababa,addis ababa,,other,budget,budget,
KE1PfzlGKgMdq1V8qTO1Oz6JNID3,addis ababa,addis ababa,SM-A057F,samsung,midrange,midrange,sm-a057f
0wtkHu3AZ1atOmwoe5krjTuZ1DU2,other,other,,other,budget,budget,
RsCTAianESeq5BXjYhEM7mvLKer2,other,other,,other,budget,budget,
wN37YHZC03OvA2KRcsc4KI0PZuG2,mizan teferi,southwest ethiopia,,other,budget,budget,
6SRF65kMRTRV441kVtk3btESqYs2,addis ababa,addis ababa,SM-A032F,samsung,midrange,midrange,sm-a032f
TVecHuZQDeWY3aCXHLAj3AeyGxg1,other,other,SM-A155F,samsung,midrange,upper_midrange,sm-a155f
5HhpfHrR2wXuUKsuBbBDyzDTbZi2,other,other,SM-A346E,samsung,midrange,upper_midrange,sm-a346e
R4t9kYDW5LOqBM3vrEUIWpFUtq12,bale robe,oromia,TECNO KI5k,tecno,budget,budget,tecno ki5k
zw3r2u2pj0gtu7JdRPspdTYm3zg2,other,other,SM-A135F,samsung,midrange,midrange,sm-a135f
HvRsa2oio4O5JfBhG2fWAFY5ZPA2,kombolcha,amhara,SM-F127G,samsung,midrange,midrange,sm-f127g
FyPKPIjoQ0gh5HBhou5kSdSfS3O2,addis ababa,addis ababa,Lenovo TB-7305X,lenovo,midrange,upper_midrange,lenovo tb-7305x
aBm3ixXWqRWSMRFdMd30LyE0dP62,other,other,SM-A032F,samsung,midrange,midrange,sm-a032f
dITlYpxrOFOcQnptG9yExfKcntu1,bahir dar,amhara,,other,budget,budget,
AcR6vjRKosbsU9xCW8MEvh59pVq2,addis ababa,addis ababa,Infinix X6516,infinix,budget,budget,infinix x6516
iwZEk0clavPvnEnM1bgLOqllHUs2,bahir dar,amhara,TECNO BG6,tecno,budget,budget,tecno bg6
zWQptdYCWca9IcOXfPGLmo0t3xT2,hawassa,sidama,SM-A155F,samsung,midrange,upper_midrange,sm-a155f
iAoUl8C5rrUTolF5muE3NWTPP2M2,dessie,amhara,,other,budget,budget,
cCsAxWWU4jOrGiytzDOXUKWaxJr1,gondar,amhara,SM-A042F,samsung,midrange,midrange,sm-a042f
3FdcwafyFHcZizTp3GwPDudDu312,other,other,SM-J810F,samsung,midrange,upper_midrange,sm-j810f
oQQTsKeK6nQt2uVTRaFz5zcK6Ch1,other,other,,other,budget,budget,
gSduZDY30tQOEAFyDaUiPm7Cd9J2,other,other,SM-A107F,samsung,midrange,midrange,sm-a107f
ZqzTUQPnBzWBbeGduHHPoSTC7TK2,other,other,SM-A125F,samsung,midrange,midrange,sm-a125f
rHZjTqNkWOQZJdH6ktetYAGpZGk2,other,other,SM-A145F,samsung,midrange,midrange,sm-a145f
0Tf7IcVwNjcWnmoBfTgct2p6qnQ2,other,other,SM-A207F,samsung,midrange,upper_midrange,sm-a207f
2lb6q1mC1VQCzSc2RApFAfcZMZ23,other,other,SM-A055F,samsung,midrange,midrange,sm-a055f
txp0gBy7CnNGVVZI9fTCkE3vGSl1,other,other,WIKO T10,wiko,budget,budget,wiko t10
rAdjbjRJ31hSC45vSjPha8Gl5Nt1,other,other,,other,budget,budget,
PVLoR06tUiX2ho6ASUY8wy3o4W33,addis ababa,addis ababa,,other,budget,budget,
zxzPaiQVLnZSguAlCzoJkPBYXCF2,hosaina,south ethiopia,SM-M145F,samsung,midrange,midrange,sm-m145f
U7fYsGuZTQUfmuMQxhQ8BGTNkqb2,asella,oromia,,other,budget,budget,
cOPcAxxOkUapP2RhfBWAiiFx6Ss2,bahir dar,amhara,itel W5001P,itel,budget,budget,itel w5001p
5VbgEs3xdUbRP2gmabnb2Wr8enc2,other,other,SM-M145F,samsung,midrange,midrange,sm-m145f
PHUJwt40kzaFqZCnt1deFkN45yF2,other,other,,other,budget,budget,
YpKJP36uEpef1T8xQbV8kO0Lmbg2,other,other,Infinix X6516,infinix,budget,budget,infinix x6516
uh5ncFV8NHe1LvD9vMom2GfMjhp2,shashamane,oromia,TECNO KG5j,tecno,budget,budget,tecno kg5j
lRsnkem03ZQUyscDl3msijgLvJs1,other,other,WDY-LX2,other,budget,budget,wdy-lx2
yh4AT1o0iogh62pjwKB3INySJYc2,kombolcha,amhara,,other,budget,budget,
CTXGCgQ4quhmQd9S69SWNa18dPb2,other,other,TECNO KG5j,tecno,budget,budget,tecno kg5j
MJkQxD3iqUaOQTO3AG4oKSSAYfC3,other,other,AGS-W09,huawei,midrange,midrange,ags-w09
T7zoJZUl7rbYPfgSWRAg2HfFFu33,dessie,amhara,SM-A155F,samsung,midrange,upper_midrange,sm-a155f
2nb7zkDWIGdEZijCsYHOSXpZDHD3,bahir dar,amhara,SM-E145F,samsung,midrange,midrange,sm-e145f
PwLQnVF0Bzb3JKpmF9X9SfL7yjP2,adama,oromia,SM-X205,samsung,midrange,upper_midrange,sm-x205
NLZ3yJQ4OSZvW8Pb9qnbNOrSIwb2,hawassa,sidama,,other,budget,budget,
53VIWgINGUOfCQEOxZiNQdlhOO13,other,other,,other,budget,budget,
kVXwNDTcHIg42ykXNT8V63BchFy2,other,other,,other,budget,budget,
9omwd7OCzrbI7PklkTo800u94do1,other,other,itel A665L,itel,budget,budget,itel a665l
WwygN6V5xbhleaTMbfJfXgsk3lj2,addis ababa,addis ababa,TECNO KC8,tecno,budget,budget,tecno kc8
,addis ababa,addis ababa,SM-M127G,samsung,midrange,midrange,sm-m127g
0xdZki1AqqhmZzqLjdTTjjeMi5i1,other,other,TECNO KG5k,tecno,budget,budget,tecno kg5k
4CbAYMt36UbrPfV8HNTGs2M0RHB3,other,other,,other,budget,budget,
U3i3Rv3BpvXYVJCsh4DUFNlAU4Z2,other,other,SM-A042F,samsung,midrange,midrange,sm-a042f
AZO7Elf4mqMbWPkNi4wlBEknVcI2,other,other,,other,budget,budget,
uqXhyDqRKLSpG4KdQhnCox4K4pk1,other,other,,other,budget,budget,
RpWqZo9vNDagvT5sTNX3ouGkUPx1,goba,oromia,Infinix X6516,infinix,budget,budget,infinix x6516
zm6dZQdn8BeTHRAMzAT8LF8UBS93,other,other,TECNO BG6i,tecno,budget,budget,tecno bg6i
o3dj0lcgCYZXn6uSwUE9mXxHjNp2,addis ababa,addis ababa,SM-T290,samsung,midrange,upper_midrange,sm-t290
nNfndGLK6Db5fm93F2aiap1KzHq2,other,other,,other,budget,budget,
NKqu3S41kaNVBLOPqJmcxH1Chx03,other,other,Nokia G100,nokia,budget,budget,nokia g100
M6fAFpFmE1MzqcMjkAudFPjPpem2,hawassa,sidama,TECNO KG5k,tecno,budget,budget,tecno kg5k
ie7iDVjVHIYsVRYfZ1JbtzTXOQf2,jijiga,somali,,other,budget,budget,
eNdGbtMMBnWQ62zWI5Tn5fBVvLc2,other,other,,other,budget,budget,
kf7I0zS6FQPNLR3ONJcq02IRDa93,other,other,,other,budget,budget,
Mi2x1DV7zaMJYuECpJZWdr3ox1H3,hosaina,south ethiopia,CPH2197,oppo,midrange,upper_midrange,cph2197
PUv8vfKJC1QCnPA6ubKv1P3RyWK2,other,other,,other,budget,budget,
aGKvmk8yRfY07owXHAfhIdEFXAd2,jimma,oromia,TECNO KC8,tecno,budget,budget,tecno kc8
MLJgTxxYuJUcOBz9spe6ANQFOTj2,hawassa,sidama,NE2211,other,budget,budget,ne2211
8fATXJgm1lScx1hPNU2ySg8OCoJ2,other,other,TECNO KG6k,tecno,budget,budget,tecno kg6k
8Xl9pJvRoDTjZQ62NE96V68ebdp2,addis ababa,addis ababa,Lenovo TB-7305X,lenovo,midrange,upper_midrange,lenovo tb-7305x
4NJm7kvMqReim4IqhdJ6vMPXSwq2,other,other,Lenovo TB-8504X,lenovo,midrange,upper_midrange,lenovo tb-8504x
69VIrmiicaSNLHZwEvwmgzOX4Y22,hawassa,sidama,,other,budget,budget,
kFun3qD94ESZykVHJI9NPgaxSNz2,other,other,SM-A025F,samsung,midrange,midrange,sm-a025f
5BBNlmfU8OUAF40dnwcqT9I4Kel2,hosaina,south ethiopia,SM-A245F,samsung,midrange,upper_midrange,sm-a245f
4H4Y4Q6PK1e8oqPXYKiiCt93Cra2,hawassa,sidama,TECNO BF6,tecno,budget,budget,tecno bf6
Cwi4i0QEw1ao86kuElbkusoJPCm2,gondar,amhara,SM-A155M,samsung,midrange,upper_midrange,sm-a155m
yyNMJfCoDSa1LWq1W8yWfiXtGSv1,other,other,SM-M145F,samsung,midrange,midrange,sm-m145f
RFeW7kfDBMZKgYmKRwK4UW4Pi702,other,other,SM-N9005,samsung,midrange,upper_midrange,sm-n9005
gzD5QypjkmYQBPTJWVAzuXFeMXm1,other,other,TECNO KI7,tecno,budget,budget,tecno ki7
lyp1fh3UWjMMPo84Az2JFVg41fL2,other,other,Infinix X6516,infinix,budget,budget,infinix x6516
NUQJvQnJGfhXHJZaaPdJP86GCTL2,hawassa,sidama,,other,budget,budget,
,other,other,,other,budget,budget,
jEQ5QmxOwebQgYKLl9lDdpN62iT2,addis ababa,addis ababa,Infinix X6816C,infinix,budget,budget,infinix x6816c
zBK2pbWA4QTeYp2alls0cUD8tFi1,addis ababa,addis ababa,,other,budget,budget,
Q9QWXz7nibhYtMxRSYtd7Vt7ACW2,adama,oromia,itel A16 Plus,itel,budget,budget,itel a16 plus
PSfR92TQl7OKhA45EcToETeVolO2,addis ababa,addis ababa,SM-A536W,samsung,midrange,upper_midrange,sm-a536w
khucYHVrhmcnpgqgrXSFIsjTqBl1,other,other,,other,budget,budget,
7NdRL2t6DrRrVu43mUbCxsC3PGB2,hawassa,sidama,TECNO KJ5,tecno,budget,budget,tecno kj5
r7aFREuxD8POZawTKTjeSy1zuuJ2,other,other,,other,budget,budget,
Frc781oYQ0YoBmlyOi9KPXLXN7z2,ambo,oromia,RMP2102,realme,midrange,upper_midrange,rmp2102
b3mOSLegXYerHcuDElg2OOCCiaj1,addis ababa,addis ababa,,other,budget,budget,
ogsGmPmlGxgxPN9aEzeoGsYQqgY2,other,other,SM-E135F,samsung,midrange,midrange,sm-e135f
awmayRcDyFZl6hb99hfBBnWTcX63,other,other,SM-E135F,samsung,midrange,midrange,sm-e135f
N5o1dZi71qMo9vnzswxGvjUgEwy2,other,other,,other,budget,budget,
,addis ababa,addis ababa,,other,budget,budget,
1woA61lqibRJEenoLeDy4rSTKFi1,addis ababa,addis ababa,SM-A145F,samsung,midrange,upper_midrange,sm-a145f
xCHwYvr3D9TxBft4UbrCNYxZbMy2,other,other,SM-A256E,samsung,midrange,upper_midrange,sm-a256e
9EbUGebucQhW1vvCzguixQ076BA2,other,other,TECNO KG5k,tecno,budget,budget,tecno kg5k
mtOP3jgqHahBlx2tXWN1LlUimKG2,sebeta,oromia,TECNO KJ5,tecno,budget,budget,tecno kj5
ICII11JVhTgowntb8zkWMtOBUu13,other,other,,other,budget,budget,
fxcbzoolUygURMWQyZgO6DgLY5z1,addis ababa,addis ababa,,other,budget,budget,
ILEOoc94NYNUB79XbiWoisso2yk2,other,other,TECNO BD4a,tecno,budget,budget,tecno bd4a
c1a05szIZEcikwqVnxsPWTUVBGo1,other,other,,other,budget,budget,
064taQ4jqbPrltnvCyxHkH9XIK33,addis ababa,addis ababa,PEHM00,other,budget,budget,pehm00
C1LuQvg2x8P4hi8vcEx7loVceHJ3,addis ababa,addis ababa,SM-M055F,samsung,midrange,midrange,sm-m055f
h8k3P3mQKRNdMri4ypACYSKOd862,other,other,SM-M135FU,samsung,midrange,midrange,sm-m135fu
iLCNoHfTb5WVR561yeu9UaBobaD3,addis ababa,addis ababa,,other,budget,budget,
s7IsTiPuttRdVJMLaJLuERlzgk42,hawassa,sidama,Infinix X657,infinix,budget,budget,infinix x657
yu6mWMgJPkge6F58bOe4mvtUXzf2,harar,harari,SM-A057F,samsung,midrange,midrange,sm-a057f
PkmxzmM6obNu0jSlLeiGmtn3Woo1,addis ababa,addis ababa,Infinix X657,infinix,budget,budget,infinix x657
RQjmTnkMH9hlcHzEgcDtpDvZRQF2,arba minch,south ethiopia,SM-A055F,samsung,midrange,midrange,sm-a055f
gWC0DaUKnYNrgBVdixjtMi3ghJ42,gondar,amhara,,other,budget,budget,
yLPsDeX0WrQqgtENhwje6g5gC9v1,addis ababa,addis ababa,,other,budget,budget,
Eegn0J2aOFdFvubKcSzRyeTClxq1,addis ababa,addis ababa,Infinix X6835B,infinix,budget,budget,infinix x6835b
Cl9lxNnD8HWNyljT5KQaiTMIOkI3,debark,amhara,Infinix X6835B,infinix,budget,budget,infinix x6835b
24mPqlNdaaU8pL3KsPWJJOxpVjV2,addis ababa,addis ababa,,other,budget,budget,
0Hv5LMuaGXa3SdhYUNjpzCXCi8f1,other,other,SM-M135FU,samsung,midrange,midrange,sm-m135fu
68lRB9mGtacZ7GGiiKcZspBXUHS2,addis ababa,addis ababa,SM-M135FU,samsung,midrange,midrange,sm-m135fu
qPACN4bvYvTcTRLJw7xkH7K3ORj2,other,other,,other,budget,budget,
ZvVibONs8QNhq9O2yMcK3Qv8U813,other,other,Infinix X655C,infinix,budget,budget,infinix x655c
wUI8DSd9x1epXZL8HC7LDbdZlL33,other,other,,other,budget,budget,
,addis ababa,addis ababa,SM-G531H,samsung,midrange,upper_midrange,sm-g531h
379E2nirCKbelSlA1J0auc6QBNX2,other,other,,other,budget,budget,
dvsFSRk9eWSrKCgh8JPs2WN2dJS2,hawassa,sidama,SM-M135FU,samsung,midrange,midrange,sm-m135fu
bcw8QPrvM7hDS5wpS1afCV8LoOC3,other,other,SM-M013F,samsung,midrange,midrange,sm-m013f
hpN5PKS4a4SU506fgTfphm8NXmf2,hawassa,sidama,SM-A155F,samsung,midrange,upper_midrange,sm-a155f
8fKrFIYq5PX7MfmkE42IevoDjPd2,other,other,SM-A235F,samsung,midrange,upper_midrange,sm-a235f
g4OY9MxWcVb2VDUBnLbj31RwWFr1,other,other,,other,budget,budget,
wuSkvhn9gsQIM4laryMG4vQHtVc2,other,other,Infinix X680B,infinix,budget,budget,infinix x680b
9vXz3jHdGMYRyUaYunUd4Cwl7Z03,addis ababa,addis ababa,Infinix X657,infinix,budget,budget,infinix x657
SZM6rFSRnaUQwwIgrMTN8YsQufp1,other,other,HUAWEI SCC-U21,huawei,midrange,midrange,huawei scc-u21
E1gMf0ak2nOIKRsEauzsCbZdLnH3,ambo,oromia,TECNO BA2,tecno,budget,budget,tecno ba2
niys44owzChkhaJtuGFBGJtyiVd2,other,other,,other,budget,budget,
8xNxGkjHU7XWsCIL9TdtDDPgZt93,addis ababa,addis ababa,SM-J410F,samsung,midrange,upper_midrange,sm-j410f
UHQTjoqPL1d2XRLzuXVuEddazSh2,other,other,,other,budget,budget,
QaRTW4qlhmTqWwLjkcVmYTb9jy53,other,other,TECNO K7,tecno,budget,budget,tecno k7
7JPE1tGdbTWIH0y3t4g5FbeaoWv1,addis ababa,addis ababa,,other,budget,budget,
VXcs7dORLlOmZwVj0K8MFZs6L202,other,other,P20HD_EEA,other,budget,budget,p20hd_eea
j0ADSaou6UTDnL0VEzLbQRo5L943,other,other,SM-A065F,samsung,midrange,midrange,sm-a065f
BpR4CJKshzcaoeLgXFaoNBnMJgw1,other,other,SM-A536E,samsung,midrange,upper_midrange,sm-a536e
Jmlwd6oaQueDy3yCRsN7oIQHyQl1,nekemte,oromia,,other,budget,budget,
ROwIKl5JBWhzfabk4eB29qfmkvd2,hawassa,sidama,SAMSUNG-SM-G928A,samsung,midrange,upper_midrange,samsung-sm-g928a
CbjSL3UMJSONgF3oWlyxvvWyIQp2,hawassa,sidama,TECNO KI5k,tecno,budget,budget,tecno ki5k
6jGGqh0zbETCaVFh7Mb7ZfF5UgK2,gondar,amhara,SM-M145F,samsung,midrange,upper_midrange,sm-m145f
RoUq7Dv5eTWPCHIHaPaILzZZdts1,hawassa,sidama,itel A667L,itel,budget,budget,itel a667l
7Et3O976rqecUlVbwL9LCnKEk6W2,other,other,Infinix X668,infinix,budget,budget,infinix x668
hMGhLkYhBUeseJBQaLVY46j9isf1,areka,south ethiopia,,other,budget,budget,
H7W2qErqEwMpyqZLxQLylxXPijh1,goba,oromia,SM-M336BU,samsung,midrange,upper_midrange,sm-m336bu
Bs9fqLVYxyQ16Ak7FnNcNYCzCcX2,addis ababa,addis ababa,TECNO KC8,tecno,budget,budget,tecno kc8
BsvyjWCWEAO5PmuwpZY3IQpQYfX2,other,other,,other,budget,budget,
Pysaygmfh4SSRvgx50QNR4lyGBz1,addis ababa,addis ababa,SM-M146B,samsung,midrange,upper_midrange,sm-m146b
kCNkaxQZYzNAlEjW53xKO9KfrLi1,other,other,,other,budget,budget,
Rt55jlbidTePy3T6oWqY50diRRt2,addis ababa,addis ababa,SM-X205,samsung,midrange,upper_midrange,sm-x205
k8hm39mxVXTDrKZ8L4isck5dXyB3,addis ababa,addis ababa,SM-A730F,samsung,midrange,upper_midrange,sm-a730f
MFsbfbbVkOfEoc9BOq7hbh6bVSY2,addis ababa,addis ababa,SM-A042F,samsung,midrange,midrange,sm-a042f
eY7rAxO0ckVLmptimNlzjRlPC6X2,addis ababa,addis ababa,TECNO KI5k,tecno,budget,budget,tecno ki5k
V2YT67i9oJM7h8xggi9JR7MK4on2,addis ababa,addis ababa,,other,budget,budget,
A7E2X01wh0S80G6ils83UblwKm63,other,other,SM-M145F,samsung,midrange,midrange,sm-m145f
wOPh6ggWkTg8O4lrlFJYYQDtKBJ3,other,other,SM-A135F,samsung,midrange,midrange,sm-a135f
oPGdw6Rk0bOzKOANYexUmRaFako1,addis ababa,addis ababa,TECNO KJ6,tecno,budget,budget,tecno kj6
,other,other,,other,budget,budget,
pIl4NZECThNbreeBuhQf28qYLB03,other,other,,other,budget,budget,
,addis ababa,addis ababa,,other,budget,budget,
a2emF2psrfVI2X9vjmkn6rY9UWo1,adama,oromia,,other,budget,budget,
abPM95jEyFZU6oKIsr7WwQa0aVy1,addis ababa,addis ababa,,other,budget,budget,
,other,other,,other,budget,budget,
U8cK4geo9fcjpl1YfpCIez7Hb412,other,other,Infinix X657,infinix,budget,budget,infinix x657
9NC5QWvkbgd5cPCUM9Vbfr2jOsw1,ambo,oromia,,other,budget,budget,
qokBzDYa8gaAoxYtMvdE4sINtaC2,other,other,SM-M336BU,samsung,midrange,upper_midrange,sm-m336bu
J7gKTpB30YSJjx97t5Ar0dXd5R73,addis ababa,addis ababa,21121119SG,other,budget,budget,21121119sg
IhZWKJ5fymSjjcUp2mafWNvbPN72,other,other,TECNO CK6,tecno,budget,budget,tecno ck6
FS9NE5T7qdXgh6CXrKCC8UBsAXI2,other,other,,other,budget,budget,
CcEnSnptNSVpgQLK0IQIPao5m9k2,gondar,amhara,TECNO BD1,tecno,budget,budget,tecno bd1
fy8wuIR4Tlf2yXMdqY7uaI4o04g2,bahir dar,amhara,,other,budget,budget,
spOa5RaCsYUeREUAJ0AXMJmehWU2,other,other,TECNO KH6,tecno,budget,budget,tecno kh6
K4nm8FCKFvdNNueruHGwWWfUYUu1,other,other,SM-M145F,samsung,midrange,midrange,sm-m145f
o82ngSOOFIgjrTJbjmX6ktssAkG3,other,other,TECNO CD7,tecno,budget,budget,tecno cd7
e41MIWIvxHcM7AL5KY957d9o9QF2,other,other,TECNO KL5,tecno,budget,budget,tecno kl5
CaFIc5BBZ1bKkMmemrXP7cPlnuz2,hawassa,sidama,TECNO BF6,tecno,budget,budget,tecno bf6
7YlvWCaDBQcSi72ocDSL60nSxPs1,finote selam,amhara,,other,budget,budget,
QE3IVK53hNchNxLohYw79kTZKu92,addis ababa,addis ababa,SM-A135F,samsung,midrange,midrange,sm-a135f
VRuM9Axqt3R9HjrctE9nrTXQTo32,other,other,TECNO KG8,tecno,budget,budget,tecno kg8
DPZoV73wFeRuL7tY5bKpkzarE4K2,waliso,oromia,,other,budget,budget,
PRgsxNcnMKUMIt4gAffhqmigF2o1,other,other,itel A662L,itel,budget,budget,itel a662l
l5acamVO86gVcrx9EOr7ilnjnZ23,other,other,,other,budget,budget,
SAD1pAAq7XQlfClsCXNJDbdJJR42,gondar,amhara,TECNO BD1,tecno,budget,budget,tecno bd1
tQtHKJUs16R8w0O0pI9QP39YhS83,other,other,TECNO KI5k,tecno,budget,budget,tecno ki5k
kldD967Pm1ONHQ4TjNOV4cQXe312,gondar,amhara,ZTE Blade A54,zte,budget,budget,zte blade a54
UFuPPqtbeGR8HBmAG5iGzk5n9mi2,other,other,TECNO KI5k,tecno,budget,budget,tecno ki5k
lp7XDjCooTXFT0D3NkXo4F3IEXq2,other,other,Infinix X688B,infinix,budget,budget,infinix x688b
raV8kEbkBGXmxezs7qwknRpjGm03,hawassa,sidama,TECNO F1,tecno,budget,budget,tecno f1
EytDFoTXNVPD4oOfVQXlI8Ntiw12,addis ababa,addis ababa,,other,budget,budget,
pZc6OQMPhKO7EhZFKdvaMGwZG1I3,addis ababa,addis ababa,Lenovo TB-8504X,lenovo,midrange,upper_midrange,lenovo tb-8504x
PEAASdAEL5T4M9FWVOljdATgJVK2,other,other,SM-A155F,samsung,midrange,upper_midrange,sm-a155f
vqgVIO5gb5Z3thZKIXTwbwCf6YC3,other,other,Redmi Note 7,other,budget,budget,redmi note 7
vxhORx62agMbIl87y7Qs3vZGp1M2,other,other,SM-A057F,samsung,midrange,midrange,sm-a057f
Y6wTWpIecLRmMj2V18UsFEXLvMh1,gondar,amhara,SM-A065F,samsung,midrange,midrange,sm-a065f
hztkeBMXLZdRrNfPvPOv1z4ywQe2,other,other,,other,budget,budget,
XAxFZQNG05c5g2ZZ3kA2nCG8snd2,other,other,,other,budget,budget,
IqORTXzR4QUxhe4TWwmPHYUS9d03,hawassa,sidama,SM-M336B,samsung,midrange,upper_midrange,sm-m336b
Na1hQOsUf1X79lePGlmuB5VB4Tu1,bahir dar,amhara,TECNO KI5q,tecno,budget,budget,tecno ki5q
A5RYskH07EOxvGzw2Jl6YS2kwHn1,bale robe,oromia,TECNO KE5,tecno,budget,budget,tecno ke5
HUKMHEEPFeab1F0fcpoedLvJg9k2,shashamane,oromia,TECNO PR651H,tecno,budget,budget,tecno pr651h
VgKp0mNdQJharvPou0KZzcoyhsi1,yirgalem,sidama,,other,budget,budget,
VRdCGGlVp5Y3gDnej0hWW3ORblm2,goba,oromia,,other,budget,budget,
FrYkFXRlhsgUN9lI4ckXfXu81uf1,hawassa,sidama,TECNO KL5,tecno,budget,budget,tecno kl5
8tiLD9jXHhUC4fI2jDJFxaoMqSj2,other,other,,other,budget,budget,
nvNo84W5PfTFqndEU1PUf1eIPxi1,dessie,amhara,SM-A107F,samsung,midrange,midrange,sm-a107f
XkGmh1CIlOMyNUH7PHQ6toNafbB3,other,other,,other,budget,budget,
DAQTb1Ac29RknLC9MGS1bdCTy4t1,other,other,,other,budget,budget,
XhPsEtBKMVXoItTd4nJrVa42CI63,other,other,,other,budget,budget,
haWD7NyjuCONpDCnSP9PQcPpVGZ2,dessie,amhara,TECNO BD4a,tecno,budget,budget,tecno bd4a
Z968CgbixURNmnf7F3M3HcJf1jr2,woliso,oromia,SM-M145F,samsung,midrange,upper_midrange,sm-m145f
XAQw4YWDGedEmhKH7Q3BzHNyEqt1,other,other,SM-A115F,samsung,midrange,midrange,sm-a115f
EQP1PLQabNXB4QOWIyb7dfov7m32,other,other,SM-A146U,samsung,midrange,upper_midrange,sm-a146u
cmpzaUA3rpdAVTCnmr0koQIoJkE3,other,other,TECNO KI5k,tecno,budget,budget,tecno ki5k
Aq5Lg5kRHdPdKah4SKzyvmpc8hE3,other,other,,other,budget,budget,
dyiv6z3dwyaEuHZV9n8Rix1s4vk1,other,other,SM-E045F,samsung,midrange,midrange,sm-e045f
R4gxx8oNQqdYoiUGQWDw0EqEGPE2,debre birhan,amhara,,other,budget,budget,
RLTbS33CnzP6jxYcR2wzkasClga2,addis ababa,addis ababa,,other,budget,budget,
5ifF6kywFpRPbKRGEWbs4zK1LO62,other,other,SM-A207F,samsung,midrange,upper_midrange,sm-a207f
DLVyMjxmKjbWL5o5vBEMnVtqB7w1,other,other,TECNO CI6,tecno,budget,budget,tecno ci6
Jv4UyHsEKMVv14y8wA1gKRcPCzI2,other,other,Infinix X6515,infinix,budget,budget,infinix x6515
IBWAFsGnExUfiisRZpbh9wh7vOS2,other,other,SM-M127G,samsung,midrange,midrange,sm-m127g
NcSOgU0zGLcV4J8sgeoO51sCyRH3,other,other,,other,budget,budget,
1L9gC5EUZIaA7DGOx2Jm63pbHLa2,addis ababa,addis ababa,SM-A065F,samsung,midrange,midrange,sm-a065f
nK4nWPtvfCMyUReV7bXwlgklFCp2,other,other,,other,budget,budget,
NZdoYbdKQUO2TxZ78AZxYZwij3I3,other,other,,other,budget,budget,
dJW2lS3uGvRNn5dNX3JpnOnQVKg1,other,other,SM-A135F,samsung,midrange,midrange,sm-a135f
fqNufPgWkdXaJOKGG1KIq67JDKF2,other,other,SM-J600F,samsung,midrange,upper_midrange,sm-j600f
z34DGlgmQnOyUUihuczTxReMHV32,kombolcha,amhara,SM-A155F,samsung,midrange,upper_midrange,sm-a155f
ZehBKCpMqhhobP557tx0ZNohECF3,shashamane,oromia,,other,budget,budget,
N6LutkZKY0TA9ZQXsd2tL7CEJQv1,other,other,,other,budget,budget,
wzwZ7ErSOQZTEVbQ4CtSqjPc31t2,other,other,TECNO PR651H,tecno,budget,budget,tecno pr651h
